,userId,movieId,title,tag,rating,tag_amount
41,62,46723,Babel (2006),Brad Pitt / cate blanchett / multiple storylines / social commentary,3.0,4
42,62,46972,Night at the Museum (2006),Ben Stiller / Robin Williams,4.0,2
43,62,46976,Stranger than Fiction (2006),emma thompson / Maggie Gyllenhaal / modern fantasy / romance / surreal / Will Ferrell,4.0,6
44,62,49130,"Good Year, A (2006)",Marion Cotillard,4.0,1
45,62,49530,Blood Diamond (2006),Africa / corruption / Jennifer Connelly / justice / Leonardo DiCaprio,4.5,5
46,62,53464,Fantastic Four: Rise of the Silver Surfer (2007),bad acting / bad jokes / bad plot / Chris Evans / Jessica Alba / Marvel / sexy female scientist,3.0,7
47,62,58047,"Definitely, Maybe (2008)",Rachel Weisz / Ryan Reynolds,3.5,2
48,62,59501,"Chronicles of Narnia: Prince Caspian, The (2008)",fantasy / lion / narnia / Tilda Swinton,4.0,4
49,62,60074,Hancock (2008),bad script / Charlize Theron / Will Smith,3.0,3
50,62,60126,Get Smart (2008),Anne Hathaway / Steve Carell,3.0,2
51,62,60756,Step Brothers (2008),comedy / funny / will ferrell,3.5,3
52,62,61024,Pineapple Express (2008),comedy / James Franco / Seth Rogen / Stoner Movie,4.0,4
53,62,63992,Twilight (2008),audience intelligence underestimated / boring / chick flick / overrated / Teen movie,1.0,5
54,62,68848,"Brothers Bloom, The (2008)",Adrien Brody / con artists / funny / interesting characters / Mark Ruffalo / Rachel Weisz,4.0,6
55,62,71535,Zombieland (2009),Bill Murray / dark comedy / Emma Stone / funny / Jesse Eisenberg / Woody Harrelson,3.5,6
56,62,87430,Green Lantern (2011),audience intelligence underestimated / CGI / cheesy / comic book / DC / DC Comics / Ryan Reynolds / space / superhero,3.5,9
57,62,88405,Friends with Benefits (2011),comedy / funny / happy ending / HOT actress / Justin Timberlake / Mila Kunis / New York City / romance / sex,3.5,9
58,62,96861,Taken 2 (2012),Istanbul / Liam Neeson / predictable / Turkey / unnecessary sequel,3.5,5
59,62,99114,Django Unchained (2012),action / Christoph Waltz / funny / good soundtrack / Great performances / Humour / Leonardo DiCaprio / Quentin Tarantino / Samuel L. Jackson / Soundtrack / western,5.0,11
60,62,103042,Man of Steel (2013),Amy Adams / superhero,3.5,2
61,62,104863,What If (2013),daniel radcliffe / zoe kazan,4.0,2
62,62,107348,Anchorman 2: The Legend Continues (2013),comedy / Steve Carell / stupid but funny / will ferrell,4.0,4
63,62,108190,Divergent (2014),anti-intellectual / bad writing / dystopia / new society / plot holes / predictable / scifi / unintelligent,3.0,8
64,62,111743,A Million Ways to Die in the West (2014),Charlize Theron / Liam Neeson / Seth MacFarlane / witty,3.5,4
65,62,114180,"Maze Runner, The (2014)",action / dystopia / plot holes / post-apocalyptic / survival / thriller / unexplained / weak plot,3.5,8
66,62,115149,John Wick (2014),dark hero / gun-fu / Keanu Reeves / Revenge / secret society / stylish,5.0,6
67,62,116897,Wild Tales (2014),black comedy / dark comedy / dark humor / ironic / multiple short stories / short stories,4.0,6
68,62,119141,The Interview (2014),bromance / comedy / funny / James Franco / Seth Rogen,3.0,5
69,62,122912,Avengers: Infinity War - Part I (2018),comic book / Dr. Strange / Great villain / Guardians of the Galaxy / Marvel / MCU / Robert Downey Jr. / Thanos / Thor / Visually stunning,4.0,10
70,62,128360,The Hateful Eight (2015),characters / Dialogue / humor / Kurt Russell / Quentin Tarantino / Samuel L. Jackson / tension building / violent / Western,5.0,9
71,62,135133,The Hunger Games: Mockingjay - Part 2 (2015),dystopia / Jennifer Lawrence / love story / nonsense / politics / rebellion / revolution,3.5,7
72,62,135518,Self/less (2015),Ben Kingsley / ethics / immortality / ryan reynolds,3.5,4
73,62,135536,Suicide Squad (2016),Bad story / Bad writing / Batman / Ben Affleck / comic book / dc comics / good soundtrack / Harley Quinn / Harley Quinn's ass / Horrible directing / Jared Leto / Joker / lack of plot / Margot Robbie / Poor story / poorly paced / superhero / visually appealing / Will Smith,4.0,19
74,62,136864,Batman v Superman: Dawn of Justice (2016),action / batman / ben affleck / dark / dc comics / Gal Gadot / superhero / superman / wonderwoman,4.0,9
75,62,139385,The Revenant (2015),leonardo DiCarpio / survival / tom hardy / visually appealing,4.0,4
76,62,158966,Captain Fantastic (2016),building a family / creative / freedom / good writing / individualism / Viggo Mortensen,4.5,6
77,62,168248,John Wick: Chapter Two (2017),action / dark hero / gun tactics / hitman / Keanu Reeves / organized crime / secret society,4.5,7
78,62,174053,Black Mirror: White Christmas (2014),Dystopia / future / interesting / jon hamm / thought provoking,5.0,5
79,62,179401,Jumanji: Welcome to the Jungle (2017),Action / Comedy / Dwayne Johnson / funny,3.5,4
80,62,183611,Game Night (2018),Comedy / funny / Rachel McAdams,4.0,3
81,62,184471,Tomb Raider (2018),adventure / Alicia Vikander / video game adaptation,3.5,3
82,62,187593,Deadpool 2 (2018),Josh Brolin / Ryan Reynolds / sarcasm,4.0,3
83,62,187595,Solo: A Star Wars Story (2018),Emilia Clarke / star wars,4.0,2
84,63,260,Star Wars: Episode IV - A New Hope (1977),classic / space action,5.0,2
85,76,260,Star Wars: Episode IV - A New Hope (1977),action / sci-fi,4.0,2
86,103,260,Star Wars: Episode IV - A New Hope (1977),EPIC / great soundtrack,4.0,2
87,103,296,Pulp Fiction (1994),good dialogue / great soundtrack / non-linear,5.0,3
88,106,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Everything you want is here,5.0,1
89,106,106489,"Hobbit: The Desolation of Smaug, The (2013)",adventure,5.0,1
90,112,260,Star Wars: Episode IV - A New Hope (1977),classic sci-fi / engrossing adventure / EPIC,5.0,3
91,119,260,Star Wars: Episode IV - A New Hope (1977),classic / Nerd,,2
92,119,101142,"Croods, The (2013)",animation / funny / stone age,4.0,3
93,119,115149,John Wick (2014),action / killer / widows/widowers,4.5,3
94,119,115617,Big Hero 6 (2014),animation / kids / robots,5.0,3
95,119,120635,Taken 3 (2015),action / murder / police,4.5,3
96,125,1726,"Postman, The (1997)",Kevin Costner / Post apocalyptic,4.5,2
97,125,2387,Very Bad Things (1998),dark comedy / dark humor,4.5,2
98,125,3052,Dogma (1999),irreverent / jay and silent bob / Kevin Smith / satire,5.0,4
99,125,5088,"Going Places (Valseuses, Les) (1974)",irreverent,5.0,1
100,125,7022,Battle Royale (Batoru rowaiaru) (2000),based on a book / bloody / brutal / controversial / dystopia / goretastic / satire / social commentary / survival / violence,5.0,10
101,125,7254,The Butterfly Effect (2004),alternate reality / sci-fi / science fiction / time travel,5.0,4
102,125,8957,Saw (2004),brutal / clever / Disturbing / great ending / mindfuck / surprise ending / suspense,5.0,7
103,125,9010,Love Me If You Dare (Jeux d'enfants) (2003),cruel characters,5.0,1
104,125,42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),brutality,5.0,1
105,125,58301,Funny Games U.S. (2007),dark humor,5.0,1
106,125,60950,Vicky Cristina Barcelona (2008),threesome,5.0,1
107,125,62434,Zack and Miri Make a Porno (2008),Seth Rogen / Sexual Humor,4.5,2
108,125,67695,Observe and Report (2009),Seth Rogen,5.0,1
109,125,100083,Movie 43 (2013),embarassing scenes / offensive / R language / sarcasm / satire,5.0,5
110,125,156371,Everybody Wants Some (2016),80's,4.0,1
111,125,158872,Sausage Party (2016),Crude humor / mindfuck / sarcasm / satire / Vulgar,5.0,5
112,132,3556,"Virgin Suicides, The (1999)",sofia coppola,4.0,1
113,132,6323,Identity (2003),John Cusack,3.0,1
114,132,6367,Down with Love (2003),Ewan McGregor / Renee Zellweger,3.0,2
115,138,59103,"Forbidden Kingdom, The (2008)",jackie chan / kung fu,4.5,2
116,161,52287,Meet the Robinsons (2007),Something for everyone in this one... saw it without and plan on seeing it with kids!,4.0,1
117,166,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),assassin / Jean Reno,4.5,2
118,166,54286,"Bourne Ultimatum, The (2007)",assassin / assassin-in-training (scene) / espionage / Robert Ludlum,5.0,4
119,167,104,Happy Gilmore (1996),test tag,4.0,1
120,177,115617,Big Hero 6 (2014),feel-good / fun family movie / very funny,5.0,3
121,184,2579,Following (1998),black and white / Christopher Nolan / directorial debut / mindfuck / not linear / Twist Ending,4.0,6
122,184,3793,X-Men (2000),action / comic book / hugh jackman / marvel / superhero,3.5,5
123,184,4226,Memento (2000),dark / Mindfuck / nonlinear / psychology / twist ending,5.0,5
124,184,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),alan rickman / harry potter / humorous / Magic,3.5,4
125,184,5388,Insomnia (2002),atmospheric / insomnia / thought-provoking,3.5,3
126,184,6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),amazing artwork / anime / sci-fi,4.0,3
127,184,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",anime / end of the world / epic / mecha / psychology,4.5,5
128,184,193565,Gintama: The Movie (2010),anime / comedy / gintama / remaster,3.5,4
129,193,260,Star Wars: Episode IV - A New Hope (1977),classic sci-fi / space action / space epic,5.0,3
130,193,4878,Donnie Darko (2001),atmospheric / cult film / dreamlike / hallucinatory / psychological / surreal / time travel,4.0,7
131,193,7147,Big Fish (2003),dreamlike / sentimental / surreal / Tim Burton,3.5,4
132,193,7361,Eternal Sunshine of the Spotless Mind (2004),alternate reality / memory / thought-provoking,,3
133,193,97938,Life of Pi (2012),cinematography / India / surreal,4.0,3
134,205,260,Star Wars: Episode IV - A New Hope (1977),oldie but goodie / sci-fi / Star Wars,4.5,3
135,226,6938,Billabong Odyssey (2003),big wave / surfing,4.0,2
136,226,48780,"Prestige, The (2006)",ummarti2006,4.0,1
137,256,126548,The DUFF (2015),funny / high school,4.5,2
138,274,68319,X-Men Origins: Wolverine (2009),comic book,2.5,1
139,288,7020,Proof (1991),Notable Nudity,,1
140,289,3,Grumpier Old Men (1995),moldy / old,2.5,2
141,289,527,Schindler's List (1993),moving,,1
142,289,1101,Top Gun (1986),predictable,2.0,1
143,291,50872,Ratatouille (2007),a clever chef rat / inspirational,5.0,2
144,291,102007,"Invincible Iron Man, The (2007)",animation,3.0,1
145,291,118696,The Hobbit: The Battle of the Five Armies (2014),hope,4.0,1
146,300,6711,Lost in Translation (2003),atmospheric,5.0,1
147,305,4034,Traffic (2000),drugs,4.5,1
148,305,4995,"Beautiful Mind, A (2001)",mathematics,5.0,1
149,305,6502,28 Days Later (2002),zombies,5.0,1
150,305,6953,21 Grams (2003),DEPRESSING,1.0,1
151,305,8641,Anchorman: The Legend of Ron Burgundy (2004),stupid,3.0,1
152,305,34405,Serenity (2005),predictable,2.5,1
153,305,55721,Elite Squad (Tropa de Elite) (2007),Favelas,5.0,1
154,305,83134,Tucker & Dale vs Evil (2010),black comedy,5.0,1
155,318,778,Trainspotting (1996),based on a book / dark comedy / narrated,4.0,3
156,318,4612,Jesus of Montreal (Jésus de Montréal) (1989),reciprocal spectator,4.5,1
157,318,4708,Marat/Sade (1966),reciprocal spectator,5.0,1
158,318,6400,Murder on a Sunday Morning (Un coupable idéal) (2001),documentary,,1
159,318,30892,In the Realms of the Unreal (2004),Animation / Documentary / Henry Darger,,3
160,318,48698,Deliver Us from Evil (2006),the catholic church is the most corrupt organization in history,,1
161,318,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",childish naivity / friendship,4.0,2
162,318,68954,Up (2009),adventure / Bechdel Test:Fail / cartoon / children / computer animation / divorce / dogs / dreams / Pixar,4.0,9
163,318,71494,"Haunted World of El Superbeasto, The (2009)",Narrative pisstake,3.5,1
164,318,81158,Restrepo (2010),american idolatry,3.0,1
165,318,82459,True Grit (2010),atmospheric / Coen Brothers / Jeff Bridges / Matt Damon / predictable,5.0,5
166,318,90769,Starsuckers (2009),celebrity fetishism / mediacentralism / system holism,4.0,3
167,318,96084,Hands Over the City (Le mani sulla città) (1963),city politics / italy / political right versus left,4.5,3
168,318,111364,Godzilla (2014),Creature Feature,3.0,1
169,318,118784,Good Copy Bad Copy (2007),documentary / music industry / remix culture,3.5,3
170,318,127172,A Story of Children and Film (2013),film history / poetic / representation of children,3.5,3
171,319,364,"Lion King, The (1994)",Disney / Disney animated feature / Oscar (Best Music - Original Score),5.0,3
172,327,1288,This Is Spinal Tap (1984),music,4.0,1
173,327,1923,There's Something About Mary (1998),Ben Stiller,5.0,1
174,327,2616,Dick Tracy (1990),comic book,3.5,1
175,327,3481,High Fidelity (2000),music,5.0,1
176,327,3897,Almost Famous (2000),music,4.0,1
177,327,8641,Anchorman: The Legend of Ron Burgundy (2004),awesome,5.0,1
178,327,51255,Hot Fuzz (2007),british comedy,3.5,1
179,336,1,Toy Story (1995),pixar,4.0,1
180,336,153,Batman Forever (1995),superhero,,1
181,336,552,"Three Musketeers, The (1993)",knights,3.0,1
182,336,1246,Dead Poets Society (1989),highschool,4.5,1
183,336,32587,Sin City (2005),cult,4.0,1
184,336,33660,Cinderella Man (2005),boksdrama,4.5,1
185,336,34162,Wedding Crashers (2005),stiller,4.0,1
186,336,36529,Lord of War (2005),wapendrama,4.0,1
187,336,37729,Corpse Bride (2005),animation,2.5,1
188,336,38798,In Her Shoes (2005),sisters,3.5,1
189,341,260,Star Wars: Episode IV - A New Hope (1977),ROBOTS AND ANDROIDS / space,,2
190,356,2146,St. Elmo's Fire (1985),post-college,4.5,1
191,356,37384,Waiting... (2005),restaurant,5.0,1
192,356,40955,Breakfast on Pluto (2005),transvestite,4.0,1
193,356,44889,Reefer Madness: The Movie Musical (2005),satire,5.0,1
194,356,61323,Burn After Reading (2008),dark comedy,5.0,1
195,357,39,Clueless (1995),chick flick / funny / Paul Rudd / quotable / seen more than once,4.5,5
196,357,1059,William Shakespeare's Romeo + Juliet (1996),Amazing Cinematography / Leonardo DiCaprio / shakespeare / updated classics,4.5,4
197,357,2762,"Sixth Sense, The (1999)",Atmospheric / Bruce Willis / ghosts / imdb top 250 / mindfuck / stylized / twist ending,5.0,7
198,357,4370,A.I. Artificial Intelligence (2001),android(s)/cyborg(s) / artificial intelligence / Bittersweet / Steven Spielberg,4.0,4
199,357,5464,Road to Perdition (2002),cinematography / Tom Hanks,4.0,2
200,357,7078,Jezebel (1938),Bette Davis / Oscar (Best Actress),5.0,2
201,357,7444,13 Going on 30 (2004),Mark Ruffalo,4.5,1
202,357,7451,Mean Girls (2004),clever / High School / lesbian subtext,4.5,3
203,357,48516,"Departed, The (2006)",Leonardo DiCaprio / suspense / twist ending / undercover cop,4.0,4
204,357,54997,3:10 to Yuma (2007),Christian Bale,4.0,1
205,357,55290,Gone Baby Gone (2007),Casey Affleck / great performances / twist,5.0,3
206,357,91500,The Hunger Games (2012),ending,4.5,1
207,357,91529,"Dark Knight Rises, The (2012)",Anne Hathaway / Christian Bale / Christopher Nolan / comic book / great ending / Morgan Freeman / political commentary / superhero,4.5,8
208,419,98961,Zero Dark Thirty (2012),Afghanistan / American propaganda / assassination / military / terrorism,5.0,5
209,424,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),time travel,3.5,1
210,424,47,Seven (a.k.a. Se7en) (1995),mystery / twist ending,5.0,2
211,424,50,"Usual Suspects, The (1995)",mindfuck / suspense / thriller / tricky / twist ending,5.0,5
212,424,147,"Basketball Diaries, The (1995)",addiction / heroin / Leonardo DiCaprio / Mark Wahlberg,3.5,4
213,424,175,Kids (1995),controversial / New York City / Nudity (Full Frontal),4.5,3
214,424,223,Clerks (1994),cynical / hilarious / independent film / quirky / witty,3.5,5
215,424,260,Star Wars: Episode IV - A New Hope (1977),classic sci-fi / sci-fi / space adventure / Star Wars,,4
216,424,288,Natural Born Killers (1994),brutality / controversial / dark comedy / psychedelic / satire / stylized,4.0,6
217,424,296,Pulp Fiction (1994),cult film / drugs / Quentin Tarantino / Tarantino,4.5,4
218,424,364,"Lion King, The (1994)",soundtrack,4.5,1
219,424,527,Schindler's List (1993),thought-provoking,,1
220,424,541,Blade Runner (1982),sci-fi,,1
221,424,589,Terminator 2: Judgment Day (1991),apocalypse / Arnold Schwarzenegger / nuclear war / sci-fi / Suspense / time travel,2.0,6
222,424,608,Fargo (1996),based on a true story / dark comedy / KIDNAPPING / Steve Buscemi,3.5,4
223,424,628,Primal Fear (1996),edward norton / psychology / suspense / thought-provoking / twist ending,5.0,5
224,424,1089,Reservoir Dogs (1992),ensemble cast / nonlinear / Quentin Tarantino / stylized,3.5,4
225,424,1120,"People vs. Larry Flynt, The (1996)",freedom of expression,3.5,1
226,424,1136,Monty Python and the Holy Grail (1975),british comedy / Monty Python,,2
227,424,1193,One Flew Over the Cuckoo's Nest (1975),emotional / jack nicholson,4.0,2
228,424,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),adventure / archaeology / indiana jones / Steven Spielberg / treasure hunt,,5
229,424,1200,Aliens (1986),action / aliens / horror / sci-fi / space / space craft / SPACE TRAVEL / suspense,,8
230,424,1219,Psycho (1960),Alfred Hitchcock / psychology / suspenseful / tense,4.0,4
231,424,1240,"Terminator, The (1984)",Action / artificial intelligence / robots / Sci-Fi / special effects / tense / time travel,,7
232,424,1258,"Shining, The (1980)",atmospheric / disturbing / Horror / jack nicholson / masterpiece / psychological / Stanley Kubrick / suspense,4.5,8
233,424,1343,Cape Fear (1991),horror / Juliette Lewis / Martin Scorsese / Robert De Niro,4.5,4
234,424,1625,"Game, The (1997)",mindfuck / Mystery / plot twist / psychological / suspense / twist ending,4.5,6
235,424,1704,Good Will Hunting (1997),inspirational,4.0,1
236,424,1921,Pi (1998),hallucinatory / mental illness / mindfuck / paranoid,3.5,4
237,424,1923,There's Something About Mary (1998),Ben Stiller / crude humor / goofy,3.5,3
238,424,2160,Rosemary's Baby (1968),Atmospheric / creepy / paranoia / scary / suspense,4.5,5
239,424,2296,"Night at the Roxbury, A (1998)",SNL,3.0,1
240,424,2329,American History X (1998),thought-provoking,4.0,1
241,424,2505,8MM (1999),Nicolas Cage,3.5,1
242,424,2571,"Matrix, The (1999)",martial arts / sci-fi,2.0,2
243,424,2700,"South Park: Bigger, Longer and Uncut (1999)",adult humor / controversial / crude humor / free speech / parody / satire / south park / Trey Parker,5.0,8
244,424,2959,Fight Club (1999),dark comedy / psychology / thought-provoking / twist ending,4.5,4
245,424,3176,"Talented Mr. Ripley, The (1999)",based on a book / creepy / disturbing / Jude Law / murder / obsession / psychology / secrets / serial killer / suspense,5.0,10
246,424,3186,"Girl, Interrupted (1999)",asylum / based on a true story / Brittany Murphy / Mental Hospital / psychology / winona ryder,3.5,6
247,424,3499,Misery (1990),claustrophobic / horror / scary / stephen king / suspenseful / tense / thriller,3.5,7
248,424,3527,Predator (1987),aliens / sci-fi / scifi cult,,3
249,424,3911,Best in Show (2000),satire,3.5,1
250,424,3948,Meet the Parents (2000),comedy / Robert De Niro,4.5,2
251,424,4226,Memento (2000),mystery / psychological / twist ending,4.5,3
252,424,4262,Scarface (1983),Al Pacino,3.5,1
253,424,4816,Zoolander (2001),ben stiller / comedy / David Bowie / goofy / mindless one liners / Will Ferrell,3.0,6
254,424,4878,Donnie Darko (2001),jake gyllenhaal,,1
255,424,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",fantasy / high fantasy / Magic / mythology / tolkien / wizards,,6
256,424,5291,Rashomon (Rashômon) (1950),black and white / samurai,,2
257,424,6016,City of God (Cidade de Deus) (2002),multiple storylines / true story,,2
258,424,6188,Old School (2003),comedy / Will Ferrell,4.5,2
259,424,6290,House of 1000 Corpses (2003),Rob Zombie,4.5,1
260,424,7361,Eternal Sunshine of the Spotless Mind (2004),jim carrey,,1
261,424,8641,Anchorman: The Legend of Ron Burgundy (2004),comedy / Will Ferrell,4.5,2
262,424,8950,The Machinist (2004),Christian Bale / creepy / powerful ending / psychology / schizophrenia / twist ending,4.5,6
263,424,27020,Gia (1998),drugs / lesbian,3.5,2
264,424,30825,Meet the Fockers (2004),Ben Stiller / Robert De Niro,3.5,2
265,424,34323,"Devil's Rejects, The (2005)",Rob Zombie,4.5,1
266,424,40278,Jarhead (2005),Jake Gyllenhaal / Modern war,4.0,2
267,424,48516,"Departed, The (2006)",atmospheric / Jack Nicholson / Leonardo DiCaprio / Martin Scorsese / suspense,4.5,5
268,424,53127,Bug (2007),based on a play / conspiracy theory / creepy / Insanity / paranoia / PTSD,3.5,6
269,424,60756,Step Brothers (2008),funny / will ferrell,4.0,2
270,424,66097,Coraline (2009),claymation / creepy / dark / dark fairy tale / Surreal / Tim Burton,4.5,6
271,424,68157,Inglourious Basterds (2009),black comedy / Brad Pitt / Christoph Waltz / Quentin Tarantino / satire,4.5,5
272,424,74458,Shutter Island (2010),insanity / Leonardo DiCaprio / Martin Scorsese / plot twist / psychological / Psychological Thriller / thought-provoking,5.0,7
273,424,79132,Inception (2010),action / alternate reality / Leonardo DiCaprio / sci-fi / thought-provoking / visually appealing,2.5,6
274,424,81562,127 Hours (2010),stranded,,1
275,424,81591,Black Swan (2010),alter ego / atmospheric / creepy / horror / obsession / surreal,3.5,6
276,424,102903,Now You See Me (2013),illusions / overcomplicated / predictable / stupid ending,1.5,4
277,424,104879,Prisoners (2013),absorbing / acting / atmospheric / Hugh Jackman / Jake Gyllenhaal / morality / mystery / thriller,5.0,8
278,424,106100,Dallas Buyers Club (2013),Jared Leto / social commentary / uplifting,4.0,3
279,424,106489,"Hobbit: The Desolation of Smaug, The (2013)",fantasy / Tolkien / too long,,3
280,424,109487,Interstellar (2014),Christopher Nolan / sci-fi / time-travel,,3
281,424,112515,"Babadook, The (2014)",atmospheric / dark / Metaphorical / psychological,4.5,4
282,424,112556,Gone Girl (2014),annoying / Stupid ending,1.0,2
283,435,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),dark comedy,,1
284,435,2959,Fight Club (1999),dark comedy,5.0,1
285,435,58559,"Dark Knight, The (2008)",psychology / superhero,5.0,2
286,439,5952,"Lord of the Rings: The Two Towers, The (2002)",Myth,4.0,1
287,439,98809,"Hobbit: An Unexpected Journey, The (2012)",Action / Myth,3.5,2
288,462,152711,Who Killed Chea Vichea? (2010),Cambodia / crime / human rights / murder / procedural,5.0,5
289,474,1,Toy Story (1995),pixar,4.0,1
290,474,2,Jumanji (1995),game,3.0,1
291,474,5,Father of the Bride Part II (1995),pregnancy / remake,1.5,2
292,474,7,Sabrina (1995),remake,3.0,1
293,474,11,"American President, The (1995)",politics / president,2.5,2
294,474,14,Nixon (1995),politics / president,3.0,2
295,474,16,Casino (1995),Mafia,4.0,1
296,474,17,Sense and Sensibility (1995),Jane Austen,5.0,1
297,474,21,Get Shorty (1995),Hollywood,4.0,1
298,474,22,Copycat (1995),serial killer,3.0,1
299,474,25,Leaving Las Vegas (1995),alcoholism,3.5,1
300,474,26,Othello (1995),Shakespeare,3.5,1
301,474,28,Persuasion (1995),In Netflix queue / Jane Austen,4.5,2
302,474,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",kidnapping,3.5,1
303,474,31,Dangerous Minds (1995),high school / teacher,3.0,2
304,474,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),time travel,4.0,1
305,474,34,Babe (1995),Animal movie / pigs,4.5,2
306,474,36,Dead Man Walking (1995),death penalty / Nun,5.0,2
307,474,38,It Takes Two (1995),twins,1.0,1
308,474,39,Clueless (1995),Emma / Jane Austen,3.5,2
309,474,40,"Cry, the Beloved Country (1995)",In Netflix queue / South Africa,,2
310,474,41,Richard III (1995),Shakespeare,3.5,1
311,474,43,Restoration (1995),England,3.5,1
