user,movie
4169,1580
2683,1580
1415,1580
2905,1580
2962,1580
1889,1580
1875,1580
5892,1580
4610,1580
973,1580
1260,1580
3054,1580
3792,1580
2168,1580
1978,1580
3963,1580
5302,1580
855,1580
5102,1580
5620,1580
1266,1580
2796,1580
2239,1580
3648,1580
1516,1580
1302,1580
5761,1580
1952,1580
2808,1580
2880,1580
4639,1580
1074,1580
646,1580
1029,1580
2985,1580
1186,1580
3119,1580
1733,1580
1530,1580
2847,1580
4478,1580
1194,1580
2246,1580
3074,1580
3401,1580
979,1580
3410,1580
2926,1580
1219,1580
1329,1580
4589,1580
1211,1580
1865,1580
1142,1580
884,1580
1560,1580
5630,1580
3085,1580
1737,1580
1779,1580
3505,1580
5276,1580
2784,1580
791,1580
1601,1580
691,1580
1998,1580
3038,1580
1463,1580
1001,1580
2258,1580
5053,1580
3840,1580
1347,1580
1724,1580
2641,1580
3807,1580
1611,1580
1447,1580
2715,1580
3693,1580
1079,1580
5723,1580
678,1580
1348,1580
752,1580
5458,1580
1203,1580
3746,1580
1547,1580
5484,1580
1842,1580
4785,1580
1228,1580
5394,1580
1448,1580
4640,1580
5991,1580
3274,1580
1390,1580
5242,1580
3363,1580
1776,1580
2282,1580
1063,1580
701,1580
4232,1580
2376,1580
5682,1591
970,1591
3313,1591
5787,1591
2796,1591
1516,1591
770,1591
4979,1591
839,1591
2131,1591
2847,1591
3401,1591
937,1591
2887,1591
1219,1591
1329,1591
698,1591
890,1591
1779,1591
791,1591
1422,1591
2077,1591
5053,1591
1639,1591
5473,1591
1611,1591
1447,1591
678,1591
639,1591
4728,1591
1448,1591
3274,1591
3768,1591
4079,1591
1101,1591
3312,1591
996,1591
716,1591
1246,1591
4489,1645
4042,1645
970,1645
1561,1645
4169,1645
2962,1645
667,1645
1889,1645
1260,1645
3679,1645
1925,1645
727,1645
2242,1645
1425,1645
2781,1645
3648,1645
3125,1645
1902,1645
3509,1645
839,1645
5492,1645
3613,1645
676,1645
5096,1645
1806,1645
4465,1645
1733,1645
904,1645
2847,1645
3112,1645
1194,1645
2841,1645
4520,1645
3401,1645
3471,1645
2926,1645
3620,1645
1211,1645
5453,1645
2271,1645
721,1645
1643,1645
890,1645
1737,1645
5792,1645
1837,1645
3821,1645
2077,1645
869,1645
2129,1645
3266,1645
2395,1645
5473,1645
1447,1645
3462,1645
3842,1645
3391,1645
4117,1645
1203,1645
712,1645
1579,1645
3992,1645
4834,1645
1842,1645
4328,1645
4728,1645
2946,1645
4089,1645
1448,1645
1958,1645
2276,1645
1101,1645
3312,1645
716,1645
2528,1645
1246,1645
1928,1645
4169,1829
1266,1829
1164,1829
1203,1829
1228,1829
1088,1959
2247,1959
2683,1959
1243,1959
5405,1959
1260,1959
4305,1959
4277,1959
2998,1959
696,1959
660,1959
3020,1959
1546,1959
5539,1959
1834,1959
881,1959
1701,1959
754,1959
1181,1959
1194,1959
1164,1959
1865,1959
721,1959
1451,1959
1015,1959
648,1959
2814,1959
3982,1959
1897,1959
1912,1959
2359,1959
2453,1959
678,1959
3507,1959
1712,1959
4241,1959
943,1959
4834,1959
1980,1959
2427,1959
4371,1959
2762,1959
1449,1959
4079,1959
3312,1959
3363,1959
934,1959
2643,1959
2057,1959
4186,2122
1051,2122
2962,2122
2255,2122
2638,2122
1425,2122
1266,2122
3648,2122
5132,2122
5054,2122
2041,2122
4520,2122
3410,2122
1643,2122
1422,2122
2129,2122
3842,2122
1912,2122
678,2122
1712,2122
749,2122
1448,2122
1958,2122
2611,2122
1101,2122
1851,2122
1776,2122
3055,2122
5636,2122
1088,2142
918,2142
4126,2142
2168,2142
1425,2142
770,2142
2847,2142
3401,2142
1422,2142
2258,2142
1611,2142
1556,2142
2125,2142
2195,2142
639,2142
5394,2142
5643,2142
3312,2142
5198,2142
5156,2366
4186,2366
2342,2366
874,2366
1875,2366
5787,2366
1505,2366
660,2366
2796,2366
3970,2366
2781,2366
3648,2366
770,2366
777,2366
1029,2366
1087,2366
1010,2366
5054,2366
5291,2366
2246,2366
4520,2366
1182,2366
3610,2366
5397,2366
1597,2366
3051,2366
4940,2366
884,2366
1560,2366
3018,2366
2574,2366
791,2366
3002,2366
4682,2366
1998,2366
3589,2366
2020,2366
1780,2366
2172,2366
3182,2366
1447,2366
1389,2366
1912,2366
5475,2366
1593,2366
1842,2366
1860,2366
3178,2366
2946,2366
5394,2366
1285,2366
1448,2366
3768,2366
1101,2366
2621,2366
2282,2366
4744,2366
3368,2366
2962,2659
4448,2659
2036,2659
1717,2659
1639,2659
1941,2659
710,2659
3475,2866
5605,2866
1415,2866
1260,2866
855,2866
1505,2866
935,2866
839,2866
6002,2866
4765,2866
5580,2866
904,2866
4448,2866
1451,2866
981,2866
1422,2866
1780,2866
5172,2866
1897,2866
2544,2866
1712,2866
749,2866
1448,2866
1449,2866
4079,2866
1117,2866
1088,3175
1645,3175
1395,3175
1483,3175
4042,3175
2655,3175
5682,3175
2247,3175
1160,3175
5222,3175
796,3175
2225,3175
1165,3175
4169,3175
2683,3175
3411,3175
3017,3175
5892,3175
4610,3175
973,3175
4305,3175
2168,3175
1125,3175
1505,3175
5102,3175
5090,3175
1425,3175
2998,3175
2898,3175
3648,3175
1902,3175
5761,3175
1399,3175
692,3175
1301,3175
2489,3175
5492,3175
1467,3175
1701,3175
1010,3175
2824,3175
2105,3175
754,3175
2451,3175
3332,3175
2131,3175
1733,3175
2041,3175
4478,3175
2691,3175
4638,3175
2106,3175
3401,3175
3280,3175
3163,3175
3471,3175
1124,3175
3011,3175
1329,3175
2688,3175
1211,3175
2089,3175
2271,3175
3571,3175
698,3175
1451,3175
5386,3175
5938,3175
1737,3175
1779,3175
5276,3175
981,3175
1015,3175
5792,3175
791,3175
1717,3175
2436,3175
648,3175
1601,3175
1998,3175
1716,3175
3038,3175
1463,3175
1780,3175
2350,3175
2012,3175
4579,3175
1447,3175
3462,3175
5996,3175
1897,3175
2820,3175
2359,3175
1079,3175
2544,3175
5723,3175
678,3175
4791,3175
752,3175
990,3175
1203,3175
1712,3175
3746,3175
3953,3175
5395,3175
2594,3175
1547,3175
1980,3175
2427,3175
1842,3175
753,3175
1860,3175
5654,3175
2478,3175
1958,3175
5277,3175
4640,3175
5991,3175
2944,3175
3274,3175
5878,3175
3224,3175
3503,3175
2446,3175
1101,3175
5242,3175
3194,3175
1776,3175
1063,3175
927,3175
3368,3175
5565,3175
4607,3175
1882,3175
4585,3175
4169,3749
1015,3749
3547,3749
6016,3749
1413,3749
5074,3794
5433,3794
1019,3794
2047,3794
2168,3794
3519,3794
822,3794
4823,3794
2031,3794
1729,3794
4277,3794
5090,3794
1425,3794
1306,3794
1137,3794
1952,3794
3908,3794
839,3794
4508,3794
4543,3794
2451,3794
1252,3794
1733,3794
4445,3794
3285,3794
4647,3794
929,3794
2106,3794
5329,3794
862,3794
3301,3794
3410,3794
1597,3794
2244,3794
1865,3794
5387,3794
5825,3794
1015,3794
2918,3794
4522,3794
856,3794
3821,3794
2020,3794
3518,3794
4790,3794
1912,3794
3391,3794
1587,3794
678,3794
4834,3794
1980,3794
3829,3794
5394,3794
1954,3794
4771,3794
5233,3794
2008,3794
3159,3794
5413,3794
1584,3794
3624,3918
3626,3918
4277,3918
4312,3918
846,3918
4520,3918
1624,3918
1949,3918
1015,3918
3807,3918
1447,3918
678,3918
749,3918
1448,3918
3768,3918
1851,3918
1776,3918
2962,392
1698,392
3475,540
970,540
4169,540
855,540
1425,540
2909,540
1181,540
721,540
1643,540
2904,540
2077,540
2116,540
678,540
5458,540
5394,540
1448,540
5333,623
1395,737
4829,737
3792,737
881,737
3401,737
1329,737
1717,737
2077,737
2012,737
1447,737
2116,737
1203,737
1958,737
1851,737
716,737
1088,858
1959,858
5156,858
897,858
1699,858
4489,858
3561,858
2247,858
2802,858
3441,858
1863,858
4418,858
2342,858
874,858
2683,858
4958,858
1243,858
1415,858
2962,858
4107,858
988,858
1889,858
2023,858
2809,858
3792,858
3260,858
4591,858
1978,858
3963,858
4823,858
855,858
1729,858
5102,858
827,858
1425,858
4604,858
1306,858
660,858
935,858
1491,858
2760,858
2239,858
2781,858
4842,858
2775,858
1798,858
1546,858
3172,858
699,858
2380,858
5621,858
1218,858
3413,858
2880,858
2489,858
3613,858
4781,858
2232,858
646,858
846,858
1551,858
1701,858
1087,858
5132,858
2176,858
904,858
2041,858
5291,858
2847,858
4478,858
3112,858
1946,858
1194,858
4520,858
3074,858
3401,858
3277,858
3717,858
937,858
979,858
993,858
2060,858
3420,858
1597,858
1164,858
4940,858
2598,858
1865,858
1982,858
721,858
1142,858
884,858
5630,858
3085,858
2991,858
3229,858
791,858
2272,858
1998,858
2188,858
957,858
2077,858
2172,858
750,858
1611,858
1715,858
5172,858
1447,858
3462,858
1484,858
2114,858
1421,858
1556,858
1897,858
3842,858
2669,858
4063,858
5872,858
3288,858
5312,858
2125,858
2749,858
5475,858
2116,858
2868,858
3233,858
3459,858
3547,858
678,858
752,858
1203,858
1712,858
3079,858
2594,858
953,858
3143,858
3041,858
5484,858
1854,858
1105,858
1842,858
3203,858
5654,858
2353,858
2931,858
2946,858
3768,858
2504,858
1851,858
5413,858
2063,858
2621,858
5371,858
996,858
716,858
2969,858
4744,858
755,858
1117,858
5034,858
1088,897
984,897
1925,897
4277,897
5626,897
2909,897
1181,897
1470,897
1998,897
1912,897
2544,897
1285,897
1117,897
3688,897
1088,1025
1645,1025
2583,1025
2023,1025
3963,1025
2414,1025
855,1025
4277,1025
1425,1025
777,1025
1930,1025
1087,1025
2041,1025
2847,1025
3401,1025
4940,1025
5387,1025
890,1025
791,1025
1422,1025
1317,1025
2258,1025
1647,1025
1755,1025
1611,1025
1447,1025
2125,1025
5723,1025
678,1025
714,1025
1524,1025
2195,1025
3953,1025
1579,1025
910,1025
1879,1025
716,1025
1088,1084
1959,1084
3475,1084
1303,1084
2247,1084
4418,1084
796,1084
2907,1084
1415,1084
988,1084
4591,1084
1457,1084
725,1084
1505,1084
660,1084
2796,1084
3067,1084
6002,1084
1113,1084
2803,1084
2964,1084
3080,1084
1181,1084
2041,1084
3112,1084
2691,1084
1182,1084
3410,1084
5397,1084
5470,1084
4940,1084
1698,1084
829,1084
5722,1084
4682,1084
1422,1084
664,1084
1998,1084
957,1084
3430,1084
3866,1084
1447,1084
1897,1084
3693,1084
3842,1084
2669,1084
3233,1084
4815,1084
1712,1084
1043,1084
1547,1084
639,1084
1105,1084
1120,1084
1842,1084
4634,1084
1860,1084
5654,1084
910,1084
1448,1084
5277,1084
2276,1084
4744,1084
5636,1084
2025,1127
2655,1127
2247,1127
1160,1127
1426,1127
2079,1127
1243,1127
2905,1127
2962,1127
667,1127
1889,1127
1280,1127
4610,1127
5891,1127
973,1127
1260,1127
926,1127
1457,1127
3963,1127
4823,1127
1291,1127
855,1127
3991,1127
4604,1127
5450,1127
2796,1127
2239,1127
3648,1127
3452,1127
770,1127
1812,1127
5950,1127
3192,1127
1399,1127
1834,1127
2193,1127
692,1127
881,1127
1467,1127
3012,1127
646,1127
1087,1127
2985,1127
5488,1127
754,1127
2131,1127
1733,1127
3285,1127
2691,1127
3074,1127
3401,1127
3412,1127
2887,1127
3011,1127
1164,1127
4940,1127
5453,1127
1982,1127
2271,1127
721,1127
1643,1127
648,1127
2918,1127
3454,1127
3652,1127
3821,1127
1020,1127
5053,1127
3866,1127
2641,1127
3807,1127
1447,1127
3219,1127
1912,1127
3391,1127
4708,1127
2359,1127
5181,1127
2544,1127
5723,1127
678,1127
2472,1127
5458,1127
990,1127
1203,1127
1712,1127
4241,1127
3953,1127
1579,1127
4834,1127
2427,1127
1842,1127
1860,1127
1448,1127
3274,1127
1101,1127
5019,1127
2282,1127
2969,1127
1067,1127
2528,1127
1117,1127
4467,1127
2643,1127
1413,1127
1395,1395
3475,1395
4418,1395
796,1395
1291,1395
1505,1395
4277,1395
696,1395
660,1395
3125,1395
4979,1395
839,1395
692,1395
5054,1395
5580,1395
1181,1395
1530,1395
1194,1395
937,1395
1698,1395
4950,1395
1837,1395
1317,1395
5172,1395
5557,1395
1897,1395
2529,1395
2116,1395
3367,1395
1448,1395
3224,1395
1645,1460
918,1460
3411,1460
4387,1460
5302,1460
3824,1460
869,1460
3842,1460
2116,1460
5650,1460
1449,1460
1088,1483
970,1483
4169,1483
2962,1483
1925,1483
3648,1483
839,1483
1733,1483
904,1483
3824,1483
2841,1483
5329,1483
2060,1483
3420,1483
1717,1483
1001,1483
2020,1483
3695,1483
3259,1483
2116,1483
1794,1483
4728,1483
5394,1483
1448,1483
1338,1483
1246,1483
1266,1507
2841,1507
5956,1507
2116,1507
1712,1507
1383,1507
2453,1522
4600,1522
1088,1721
5156,1721
3475,1721
4042,1721
5682,1721
4126,1721
1561,1721
3436,1721
4418,1721
4169,1721
2683,1721
1051,1721
2018,1721
988,1721
1889,1721
3013,1721
1019,1721
1875,1721
1866,1721
973,1721
1260,1721
3679,1721
2022,1721
5302,1721
1506,1721
855,1721
5102,1721
2638,1721
1266,1721
3648,1721
1516,1721
3125,1721
770,1721
1458,1721
1218,1721
3413,1721
839,1721
692,1721
5492,1721
1074,1721
646,1721
1551,1721
1701,1721
5657,1721
1087,1721
2985,1721
959,1721
1806,1721
1748,1721
4528,1721
2451,1721
1181,1721
2190,1721
2847,1721
3824,1721
5675,1721
1194,1721
3074,1721
3471,1721
3420,1721
5737,1721
1164,1721
1698,1721
1121,1721
1451,1721
5630,1721
890,1721
981,1721
1015,1721
5792,1721
5998,1721
791,1721
1717,1721
2436,1721
1422,1721
1998,1721
3038,1721
2077,1721
1001,1721
2258,1721
5063,1721
1347,1721
1724,1721
2350,1721
2395,1721
4579,1721
1447,1721
1655,1721
3096,1721
1912,1721
3560,1721
3391,1721
1712,1721
2195,1721
2634,1721
1579,1721
3992,1721
953,1721
3532,1721
4834,1721
1383,1721
639,1721
1854,1721
1842,1721
1794,1721
3550,1721
1228,1721
2478,1721
5011,1721
1448,1721
3113,1721
4771,1721
5734,1721
2000,1721
5878,1721
1390,1721
1449,1721
4556,1721
5371,1721
1246,1721
934,1721
1928,1721
4467,1721
2643,1721
4169,1896
1121,1896
1897,1896
2544,1896
5812,1896
4305,1990
1088,2387
1645,2387
3475,2387
4186,2387
5682,2387
4169,2387
1889,2387
1019,2387
5892,2387
4305,2387
1425,2387
1516,2387
770,2387
5492,2387
2485,2387
3080,2387
1733,2387
1194,2387
2106,2387
3280,2387
1698,2387
3681,2387
1717,2387
2918,2387
1837,2387
2188,2387
869,2387
3592,2387
1941,2387
3842,2387
2116,2387
5812,2387
752,2387
2946,2387
4085,2387
716,2387
2859,2387
1088,2580
2655,2580
4697,2580
1160,2580
1165,2580
1752,2580
1889,2580
1019,2580
1260,2580
3792,2580
2898,2580
1306,2580
1266,2580
2239,2580
770,2580
1458,2580
3413,2580
692,2580
881,2580
5492,2580
1467,2580
3613,2580
1010,2580
1227,2580
1733,2580
2847,2580
1164,2580
2089,2580
1865,2580
1451,2580
4950,2580
823,2580
1737,2580
2918,2580
1601,2580
1001,2580
5053,2580
1356,2580
2172,2580
1755,2580
1447,2580
5475,2580
2636,2580
678,2580
5458,2580
1712,2580
1579,2580
2427,2580
1842,2580
5654,2580
2946,2580
1264,2580
1958,2580
2944,2580
3733,2580
1101,2580
3312,2580
3194,2580
2063,2580
996,2580
4600,2580
2507,2580
1117,2580
1928,2580
4232,2580
2057,2580
4169,2811
2247,3179
3691,3179
973,3179
4823,3179
1218,3179
3413,3179
1467,3179
2485,3179
1605,3179
1701,3179
1087,3179
1164,3179
1142,3179
1560,3179
5792,3179
1020,3179
3430,3179
3518,3179
2986,3179
4579,3179
4763,3179
5654,3179
2353,3179
2303,3179
5878,3179
3159,3179
1088,3475
1699,3475
1274,3475
3020,3475
2849,3475
1186,3475
5573,3475
829,3475
1998,3475
750,3475
2453,3475
3688,3475
1395,3698
5682,3698
970,3698
4477,3698
4517,3698
2962,3698
4107,3698
1889,3698
2023,3698
1875,3698
4610,3698
3792,3698
1978,3698
855,3698
3648,3698
770,3698
777,3698
1399,3698
1988,3698
2880,3698
692,3698
881,3698
3012,3698
846,3698
2627,3698
1530,3698
937,3698
3051,3698
1509,3698
1560,3698
3085,3698
5938,3698
2436,3698
1463,3698
5473,3698
1611,3698
1447,3698
3462,3698
5733,3698
1912,3698
678,3698
3507,3698
3953,3698
1579,3698
1860,3698
2946,3698
1448,3698
3274,3698
3768,3698
1101,3698
1851,3698
1584,3698
716,3698
2282,3698
5831,3698
1117,3698
2454,3698
1088,31
4169,31
1051,31
1125,31
855,31
1425,31
1306,31
2380,31
692,31
5492,31
5657,31
1451,31
890,31
5792,31
2918,31
5996,31
710,31
678,31
5812,31
1203,31
4802,31
5394,31
1448,31
1962,31
1088,516
4186,516
3436,516
2962,516
2015,516
1425,516
660,516
3648,516
770,516
5580,516
2106,516
3401,516
1211,516
721,516
1121,516
1780,516
2012,516
1447,516
2529,516
3288,516
1203,516
1448,516
1449,516
3483,516
4085,516
1101,516
3312,516
1088,1270
2122,1270
5156,1270
1395,1270
1483,1270
3475,1270
4477,1270
4126,1270
1561,1270
4418,1270
796,1270
1165,1270
2683,1270
1243,1270
2962,1270
988,1270
1889,1270
6040,1270
743,1270
1875,1270
2076,1270
3258,1270
4610,1270
973,1270
1260,1270
3679,1270
2022,1270
822,1270
1925,1270
2127,1270
3963,1270
1824,1270
727,1270
1506,1270
1505,1270
3140,1270
1425,1270
4604,1270
1306,1270
935,1270
2796,1270
3970,1270
2239,1270
2781,1270
3648,1270
3125,1270
1651,1270
5761,1270
699,1270
1137,1270
2210,1270
1952,1270
1130,1270
3413,1270
4831,1270
1988,1270
2808,1270
5424,1270
692,1270
881,1270
5492,1270
3012,1270
3757,1270
646,1270
4765,1270
840,1270
1029,1270
1930,1270
2985,1270
1748,1270
5488,1270
2176,1270
5580,1270
1733,1270
2627,1270
2041,1270
4478,1270
2691,1270
1194,1270
2106,1270
2841,1270
3412,1270
937,1270
3610,1270
3471,1270
5397,1270
3420,1270
3773,1270
1597,1270
4589,1270
4940,1270
2598,1270
1211,1270
721,1270
1142,1270
1386,1270
698,1270
5317,1270
884,1270
2784,1270
736,1270
791,1270
3002,1270
2436,1270
1998,1270
3158,1270
957,1270
5355,1270
3038,1270
2077,1270
5053,1270
2395,1270
1639,1270
5473,1270
5172,1270
5412,1270
1447,1270
1484,1270
2270,1270
1556,1270
2648,1270
1897,1270
4708,1270
2669,1270
2749,1270
2116,1270
678,1270
752,1270
5458,1270
1712,1270
3746,1270
3953,1270
1579,1270
5484,1270
639,1270
4802,1270
3367,1270
1860,1270
5394,1270
5902,1270
1728,1270
1448,1270
5991,1270
3274,1270
1390,1270
1851,1270
2621,1270
716,1270
864,1270
2282,1270
2969,1270
2859,1270
755,1270
934,1270
1117,1270
3368,1270
4467,1270
2057,1270
1413,1270
1699,1303
2247,1303
4418,1303
2962,1303
1875,1303
984,1303
4305,1303
3260,1303
5787,1303
3125,1303
4979,1303
6002,1303
1074,1303
1917,1303
3833,1303
1252,1303
1181,1303
3824,1303
4950,1303
5630,1303
1015,1303
1998,1303
3158,1303
2814,1303
1897,1303
1912,1303
1712,1303
1268,1303
3428,1303
1449,1303
1202,1303
2376,1303
1266,1322
3311,1322
1088,1339
4186,1339
2802,1339
4126,1339
4169,1339
4958,1339
1051,1339
667,1339
1260,1339
4305,1339
3679,1339
2242,1339
855,1339
5787,1339
2638,1339
1425,1339
1266,1339
2796,1339
3648,1339
1516,1339
699,1339
5001,1339
692,1339
1628,1339
1113,1339
3012,1339
2485,1339
1701,1339
2985,1339
1186,1339
1733,1339
1530,1339
2847,1339
3824,1339
2106,1339
4520,1339
5329,1339
3401,1339
1635,1339
937,1339
3420,1339
1219,1339
1164,1339
1329,1339
4940,1339
1211,1339
1698,1339
721,1339
3571,1339
1451,1339
4950,1339
884,1339
5792,1339
2918,1339
1422,1339
691,1339
3158,1339
1020,1339
2258,1339
1724,1339
2129,1339
1755,1339
4579,1339
1447,1339
3462,1339
1389,1339
1941,1339
1912,1339
678,1339
1712,1339
3746,1339
712,1339
1383,1339
3041,1339
1842,1339
5394,1339
1448,1339
3113,1339
5991,1339
6016,1339
3503,1339
1879,1339
4085,1339
1101,1339
1851,1339
2969,1339
1246,1339
2507,1339
2643,1339
5682,1352
4169,1352
1925,1352
1306,1352
1010,1352
3471,1352
5792,1352
1717,1352
1837,1352
3391,1352
4728,1352
5394,1352
2063,1352
4169,1650
4277,1650
5520,1650
3067,1650
1605,1650
1015,1650
1354,1650
1897,1650
2820,1650
1448,1650
3475,1699
1051,1699
1291,1699
725,1699
2781,1699
1812,1699
839,1699
1227,1699
4478,1699
2841,1699
3410,1699
1015,1699
1354,1699
2986,1699
5654,1699
5394,1699
4771,1699
1117,1699
4607,1699
3054,1903
2453,1903
737,2393
1395,2393
2247,2393
918,2393
2962,2393
1875,2393
3679,2393
3792,2393
5620,2393
1425,2393
2796,2393
3125,2393
1812,2393
1616,2393
3509,2393
5520,2393
3012,2393
646,2393
5657,2393
1806,2393
1748,2393
1530,2393
2847,2393
2841,2393
1219,2393
721,2393
1369,2393
1737,2393
2436,2393
1837,2393
1463,2393
3807,2393
5733,2393
710,2393
678,2393
752,2393
1203,2393
1860,2393
4728,2393
2478,2393
3274,2393
4085,2393
1101,2393
3312,2393
1851,2393
996,2393
3055,2393
2859,2393
1117,2393
1645,2572
2655,2572
4294,2572
5682,2572
4858,2572
667,2572
1280,2572
3054,2572
4305,2572
3679,2572
926,2572
2127,2572
1824,2572
855,2572
3991,2572
1306,2572
1516,2572
1399,2572
1952,2572
5001,2572
4258,2572
2849,2572
5492,2572
1701,2572
2985,2572
1010,2572
2824,2572
2451,2572
2176,2572
5580,2572
1733,2572
1181,2572
2847,2572
4478,2572
2691,2572
2106,2572
2841,2572
937,2572
1164,2572
1329,2572
5453,2572
1982,2572
721,2572
1560,2572
5938,2572
1737,2572
1943,2572
1837,2572
2258,2572
1347,2572
1755,2572
1639,2572
5172,2572
4579,2572
1447,2572
5689,2572
5996,2572
1421,2572
3219,2572
3693,2572
1912,2572
2878,2572
4708,2572
2359,2572
1524,2572
4815,2572
1203,2572
1579,2572
4834,2572
1854,2572
2427,2572
1842,2572
753,2572
3550,2572
2307,2572
1958,2572
5205,2572
2944,2572
2000,2572
5878,2572
3312,2572
3159,2572
3057,2572
5250,2572
2501,2572
3368,2572
4467,2572
5565,2572
1088,2711
4169,2711
1698,2711
1001,2711
795,2711
4169,2821
1088,2996
5605,2996
1051,2996
4387,2996
727,2996
1125,2996
5302,2996
1266,2996
3067,2996
641,2996
2106,2996
2246,2996
4816,2996
1073,2996
3471,2996
1164,2996
1001,2996
3430,2996
5063,2996
5312,2996
4815,2996
1980,2996
2353,2996
1088,3000
5367,3000
1165,3000
2342,3000
1243,3000
1274,3000
4829,3000
5880,3000
3626,3000
667,3000
3411,3000
4610,3000
2168,3000
6028,3000
822,3000
4277,3000
5090,3000
671,3000
1306,3000
5450,3000
1266,3000
2796,3000
770,3000
1137,3000
5359,3000
1628,3000
5492,3000
1113,3000
1029,3000
4508,3000
1010,3000
2176,3000
2895,3000
1733,3000
1530,3000
2041,3000
4445,3000
4478,3000
2691,3000
2106,3000
1362,3000
3163,3000
3410,3000
3471,3000
1597,3000
3571,3000
698,3000
1560,3000
5630,3000
1340,3000
981,3000
4682,3000
3158,3000
3916,3000
957,3000
3821,3000
1001,3000
3695,3000
2129,3000
1611,3000
2986,3000
4579,3000
1389,3000
1484,3000
2270,3000
1421,3000
1897,3000
3693,3000
1912,3000
710,3000
5723,3000
678,3000
5812,3000
5458,3000
2195,3000
2634,3000
953,3000
1120,3000
1842,3000
2103,3000
5011,3000
5991,3000
3274,3000
5878,3000
3503,3000
3768,3000
1101,3000
3312,3000
2063,3000
5831,3000
5636,3000
4607,3000
1088,3213
737,3213
3475,3213
2905,3213
2962,3213
2023,3213
4305,3213
1978,3213
3970,3213
770,3213
1113,3213
1733,3213
1181,3213
2847,3213
2691,3213
1800,3213
3401,3213
3410,3213
1329,3213
1422,3213
2097,3213
3652,3213
2172,3213
1447,3213
2125,3213
2544,3213
678,3213
2195,3213
3953,3213
3274,3213
4079,3213
2063,3213
1710,3213
1246,3213
4169,3488
1088,3704
1395,3704
3475,3704
2996,3704
4042,3704
970,3704
1426,3704
4958,3704
2962,3704
1889,3704
4610,3704
1260,3704
3792,3704
2772,3704
3648,3704
770,3704
3192,3704
699,3704
1218,3704
2880,3704
692,3704
881,3704
3012,3704
646,3704
1930,3704
2131,3704
2691,3704
4940,3704
1560,3704
1717,3704
2436,3704
3158,3704
3695,3704
3807,3704
1343,3704
1611,3704
1447,3704
5733,3704
3842,3704
2116,3704
2544,3704
5723,3704
752,3704
1854,3704
1860,3704
2946,3704
1448,3704
3274,3704
5878,3704
3768,3704
3312,3704
1851,3704
716,3704
1246,3704
5831,3704
1117,3704
5636,3704
2023,3761
3648,3761
993,3761
1647,3761
3391,3761
3507,3761
1088,85
3475,85
4418,85
1889,85
1505,85
1425,85
2092,85
1605,85
5054,85
1252,85
1181,85
2841,85
1211,85
1698,85
1015,85
1717,85
4682,85
1837,85
1484,85
2544,85
2634,85
4728,85
